index,temp_key,humidity_key,windspeed_key,season_key,weather_key,hour_key,datekey,demand,data_extract_ts
1855,6,13,7,2,3,0,20230323,11,2025-11-18 11:50:37
1856,11,5,7,2,3,1,20230323,7,2025-11-18 11:50:37
1857,11,5,7,2,3,2,20230323,2,2025-11-18 11:50:37
1858,11,5,3,2,2,3,20230323,3,2025-11-18 11:50:37
1859,4,10,6,2,3,5,20230323,10,2025-11-18 11:50:37
1860,11,10,3,2,2,6,20230323,44,2025-11-18 11:50:37
1861,4,44,7,2,2,7,20230323,118,2025-11-18 11:50:37
1862,4,10,6,2,2,8,20230323,261,2025-11-18 11:50:37
1863,4,1,3,2,2,9,20230323,182,2025-11-18 11:50:37
1864,11,1,4,2,2,10,20230323,75,2025-11-18 11:50:37
1865,11,10,6,2,2,11,20230323,71,2025-11-18 11:50:37
1866,11,10,7,2,2,12,20230323,87,2025-11-18 11:50:37
1867,11,10,8,2,3,13,20230323,108,2025-11-18 11:50:37
1868,6,10,15,2,2,14,20230323,84,2025-11-18 11:50:37
1869,5,8,7,2,2,15,20230323,85,2025-11-18 11:50:37
1870,10,5,7,2,2,16,20230323,136,2025-11-18 11:50:37
1871,10,5,7,2,2,17,20230323,273,2025-11-18 11:50:37
1872,5,8,3,2,3,18,20230323,238,2025-11-18 11:50:37
1873,5,8,3,2,3,19,20230323,159,2025-11-18 11:50:37
1874,6,10,26,2,3,20,20230323,75,2025-11-18 11:50:37
1875,4,12,13,2,3,21,20230323,22,2025-11-18 11:50:37
1876,4,44,9,2,2,22,20230323,44,2025-11-18 11:50:37
1877,4,82,1,2,3,23,20230323,26,2025-11-18 11:50:37
1878,4,44,7,2,2,0,20230324,11,2025-11-18 11:50:37
1879,12,12,7,2,2,1,20230324,3,2025-11-18 11:50:37
1880,12,12,3,2,2,2,20230324,6,2025-11-18 11:50:37
1881,18,12,6,2,2,3,20230324,1,2025-11-18 11:50:37
1882,18,12,6,2,2,4,20230324,1,2025-11-18 11:50:37
1883,18,44,7,2,2,5,20230324,9,2025-11-18 11:50:37
1884,18,44,7,2,2,6,20230324,41,2025-11-18 11:50:37
1885,13,12,7,2,3,7,20230324,108,2025-11-18 11:50:37
1886,13,12,5,2,3,8,20230324,124,2025-11-18 11:50:37
1887,13,44,7,2,2,9,20230324,97,2025-11-18 11:50:37
1888,13,44,10,2,2,10,20230324,65,2025-11-18 11:50:37
1889,12,1,5,2,2,11,20230324,71,2025-11-18 11:50:37
1890,12,57,10,2,2,12,20230324,94,2025-11-18 11:50:37
1891,4,57,7,2,2,13,20230324,101,2025-11-18 11:50:37
1892,12,57,8,2,2,14,20230324,83,2025-11-18 11:50:37
1893,12,57,3,2,2,15,20230324,90,2025-11-18 11:50:37
1894,12,56,7,2,2,16,20230324,84,2025-11-18 11:50:37
1895,12,57,7,2,2,17,20230324,233,2025-11-18 11:50:37
1896,12,54,5,2,2,18,20230324,214,2025-11-18 11:50:37
1897,12,35,14,2,1,19,20230324,138,2025-11-18 11:50:37
1898,18,54,4,2,1,20,20230324,118,2025-11-18 11:50:37
1899,13,56,7,2,1,21,20230324,78,2025-11-18 11:50:37
1900,13,56,9,2,1,22,20230324,62,2025-11-18 11:50:37
1901,1,56,6,2,1,23,20230324,33,2025-11-18 11:50:37
1902,1,55,6,2,1,0,20230325,18,2025-11-18 11:50:37
1903,3,28,9,2,1,1,20230325,5,2025-11-18 11:50:37
1904,3,28,7,2,1,2,20230325,5,2025-11-18 11:50:37
1905,3,28,15,2,1,3,20230325,2,2025-11-18 11:50:37
1906,16,33,15,2,1,4,20230325,5,2025-11-18 11:50:37
1907,16,33,9,2,1,5,20230325,9,2025-11-18 11:50:37
1908,16,33,7,2,1,6,20230325,32,2025-11-18 11:50:37
1909,3,30,12,2,1,7,20230325,104,2025-11-18 11:50:37
1910,2,34,4,2,1,8,20230325,237,2025-11-18 11:50:37
1911,1,38,5,2,1,9,20230325,166,2025-11-18 11:50:37
1912,13,38,1,2,1,10,20230325,68,2025-11-18 11:50:37
1913,12,50,4,2,1,11,20230325,75,2025-11-18 11:50:37
1914,4,17,3,2,1,12,20230325,145,2025-11-18 11:50:37
1915,4,18,6,2,1,13,20230325,138,2025-11-18 11:50:37
1916,6,26,10,2,1,14,20230325,133,2025-11-18 11:50:37
1917,11,43,3,2,2,15,20230325,122,2025-11-18 11:50:37
1918,11,47,5,2,2,16,20230325,150,2025-11-18 11:50:37
1919,4,43,12,2,2,17,20230325,225,2025-11-18 11:50:37
1920,12,18,3,2,1,18,20230325,198,2025-11-18 11:50:37
1921,12,43,4,2,2,19,20230325,135,2025-11-18 11:50:37
1922,12,18,8,2,2,20,20230325,81,2025-11-18 11:50:37
1923,12,18,9,2,2,21,20230325,75,2025-11-18 11:50:37
1924,18,42,10,2,2,22,20230325,43,2025-11-18 11:50:37
1925,13,42,4,2,2,23,20230325,39,2025-11-18 11:50:37
1926,13,42,4,2,2,0,20230326,28,2025-11-18 11:50:37
1927,13,42,5,2,1,1,20230326,27,2025-11-18 11:50:37
1928,2,19,7,2,1,2,20230326,25,2025-11-18 11:50:37
1929,3,20,6,2,1,3,20230326,9,2025-11-18 11:50:37
1930,2,19,7,2,1,4,20230326,6,2025-11-18 11:50:37
1931,3,34,6,2,1,5,20230326,8,2025-11-18 11:50:37
1932,16,29,6,2,1,6,20230326,10,2025-11-18 11:50:37
1933,3,34,6,2,1,7,20230326,41,2025-11-18 11:50:37
1934,2,19,8,2,1,8,20230326,66,2025-11-18 11:50:37
1935,1,49,8,2,1,9,20230326,100,2025-11-18 11:50:37
1936,13,49,9,2,1,10,20230326,125,2025-11-18 11:50:37
1937,18,42,9,2,1,11,20230326,168,2025-11-18 11:50:37
1938,12,43,6,2,1,12,20230326,227,2025-11-18 11:50:37
1939,4,40,7,2,1,13,20230326,239,2025-11-18 11:50:37
1940,11,45,7,2,1,14,20230326,216,2025-11-18 11:50:37
1941,11,45,6,2,1,15,20230326,219,2025-11-18 11:50:37
1942,11,65,6,2,1,16,20230326,248,2025-11-18 11:50:37
1943,4,64,7,2,1,17,20230326,203,2025-11-18 11:50:37
1944,4,59,9,2,2,18,20230326,153,2025-11-18 11:50:37
1945,18,50,3,2,2,19,20230326,138,2025-11-18 11:50:37
1946,18,50,3,2,2,20,20230326,85,2025-11-18 11:50:37
1947,13,19,6,2,2,21,20230326,51,2025-11-18 11:50:37
1948,18,49,7,2,2,22,20230326,63,2025-11-18 11:50:37
1949,13,19,4,2,2,23,20230326,41,2025-11-18 11:50:37
1950,13,49,9,2,2,0,20230327,31,2025-11-18 11:50:37
1951,1,36,6,2,2,1,20230327,20,2025-11-18 11:50:37
1952,2,29,6,2,3,2,20230327,21,2025-11-18 11:50:37
1953,3,28,7,2,3,3,20230327,14,2025-11-18 11:50:37
1954,16,33,9,2,3,4,20230327,6,2025-11-18 11:50:37
1955,14,4,8,2,3,6,20230327,2,2025-11-18 11:50:37
1956,14,4,9,2,3,7,20230327,7,2025-11-18 11:50:37
1957,3,28,7,2,1,8,20230327,14,2025-11-18 11:50:37
1958,2,29,8,2,1,9,20230327,54,2025-11-18 11:50:37
1959,2,29,7,2,2,10,20230327,86,2025-11-18 11:50:37
1960,1,38,9,2,2,11,20230327,108,2025-11-18 11:50:37
1961,13,19,7,2,2,12,20230327,163,2025-11-18 11:50:37
1962,12,18,7,2,1,13,20230327,147,2025-11-18 11:50:37
1963,4,43,9,2,1,14,20230327,164,2025-11-18 11:50:37
1964,4,43,4,2,1,15,20230327,172,2025-11-18 11:50:37
1965,11,47,1,2,1,16,20230327,143,2025-11-18 11:50:37
1966,4,62,3,2,1,17,20230327,159,2025-11-18 11:50:37
1967,12,40,6,2,1,18,20230327,137,2025-11-18 11:50:37
1968,12,62,7,2,1,19,20230327,103,2025-11-18 11:50:37
1969,18,43,9,2,1,20,20230327,57,2025-11-18 11:50:37
1970,13,49,9,2,1,21,20230327,36,2025-11-18 11:50:37
1971,13,49,9,2,1,22,20230327,30,2025-11-18 11:50:37
1972,13,19,6,2,1,23,20230327,19,2025-11-18 11:50:37
1973,2,29,6,2,1,0,20230328,12,2025-11-18 11:50:37
1974,2,19,6,2,1,1,20230328,6,2025-11-18 11:50:37
1975,2,19,9,2,1,2,20230328,5,2025-11-18 11:50:37
1976,2,19,9,2,1,3,20230328,2,2025-11-18 11:50:37
1977,16,22,6,2,1,5,20230328,8,2025-11-18 11:50:37
1978,16,47,4,2,1,6,20230328,40,2025-11-18 11:50:37
1979,3,26,10,2,1,7,20230328,110,2025-11-18 11:50:37
1980,3,47,7,2,1,8,20230328,254,2025-11-18 11:50:37
1981,2,26,7,2,2,9,20230328,121,2025-11-18 11:50:37
1982,1,25,6,2,1,10,20230328,69,2025-11-18 11:50:37
1983,13,25,4,2,2,11,20230328,57,2025-11-18 11:50:37
1984,13,60,1,2,2,12,20230328,79,2025-11-18 11:50:37
1985,12,64,7,2,2,13,20230328,83,2025-11-18 11:50:37
1986,4,66,7,2,1,14,20230328,80,2025-11-18 11:50:37
1987,4,64,4,2,1,15,20230328,72,2025-11-18 11:50:37
1988,11,65,7,2,1,16,20230328,132,2025-11-18 11:50:37
1989,11,65,5,2,1,17,20230328,252,2025-11-18 11:50:37
1990,4,59,4,2,1,18,20230328,241,2025-11-18 11:50:37
1991,12,66,8,2,1,19,20230328,173,2025-11-18 11:50:37
1992,4,66,15,2,1,20,20230328,112,2025-11-18 11:50:37
1993,4,59,8,2,1,21,20230328,61,2025-11-18 11:50:37
1994,12,66,7,2,1,22,20230328,40,2025-11-18 11:50:37
1995,18,64,5,2,1,23,20230328,19,2025-11-18 11:50:37
1996,13,41,10,2,1,0,20230329,16,2025-11-18 11:50:37
1997,1,26,5,2,1,1,20230329,4,2025-11-18 11:50:37
1998,1,26,5,2,1,2,20230329,3,2025-11-18 11:50:37
1999,1,26,5,2,1,3,20230329,3,2025-11-18 11:50:37
2000,3,19,9,2,1,4,20230329,2,2025-11-18 11:50:37
2001,2,39,3,2,1,5,20230329,8,2025-11-18 11:50:37
2002,2,49,5,2,1,6,20230329,50,2025-11-18 11:50:37
2003,2,49,12,2,1,7,20230329,133,2025-11-18 11:50:37
2004,1,24,12,2,1,8,20230329,287,2025-11-18 11:50:37
2005,18,41,14,2,1,9,20230329,172,2025-11-18 11:50:37
2006,12,64,5,2,1,10,20230329,59,2025-11-18 11:50:37
2007,11,60,14,2,2,11,20230329,81,2025-11-18 11:50:37
2008,11,60,9,2,1,12,20230329,106,2025-11-18 11:50:37
2009,11,60,5,2,1,13,20230329,104,2025-11-18 11:50:37
2010,6,60,3,2,1,14,20230329,86,2025-11-18 11:50:37
2023,5,60,7,2,1,15,20230329,87,2025-11-18 11:50:37
2024,5,66,9,2,1,16,20230329,136,2025-11-18 11:50:37
2013,10,79,8,2,1,17,20230329,299,2025-11-18 11:50:37
2014,6,59,2,2,1,18,20230329,294,2025-11-18 11:50:37
2015,11,65,6,2,1,19,20230329,190,2025-11-18 11:50:37
2016,6,59,2,2,1,20,20230329,132,2025-11-18 11:50:37
2017,11,17,1,2,1,21,20230329,83,2025-11-18 11:50:37
2018,11,37,1,2,1,22,20230329,55,2025-11-18 11:50:37
2019,4,15,15,2,2,23,20230329,35,2025-11-18 11:50:37
2020,4,15,1,2,2,0,20230330,11,2025-11-18 11:50:37
2021,4,18,1,2,1,1,20230330,10,2025-11-18 11:50:37
2022,4,15,1,2,2,2,20230330,4,2025-11-18 11:50:37
2023,4,37,1,2,2,3,20230330,4,2025-11-18 11:50:37
2024,4,15,1,2,2,4,20230330,1,2025-11-18 11:50:37
2025,12,35,6,2,2,5,20230330,7,2025-11-18 11:50:37
2026,12,37,8,2,2,6,20230330,48,2025-11-18 11:50:37
2027,4,50,15,2,2,7,20230330,136,2025-11-18 11:50:37
2028,4,37,9,2,2,8,20230330,263,2025-11-18 11:50:37
2029,4,50,7,2,2,9,20230330,154,2025-11-18 11:50:37
2030,11,16,7,2,2,10,20230330,64,2025-11-18 11:50:37
2031,11,16,3,2,2,11,20230330,90,2025-11-18 11:50:37
2032,11,16,9,2,2,12,20230330,80,2025-11-18 11:50:37
2033,6,16,7,2,2,13,20230330,98,2025-11-18 11:50:37
2034,6,16,5,2,2,14,20230330,80,2025-11-18 11:50:37
2035,18,1,5,2,3,15,20230330,70,2025-11-18 11:50:37
2036,18,10,3,2,3,16,20230330,36,2025-11-18 11:50:37
2037,13,44,15,2,3,17,20230330,116,2025-11-18 11:50:37
2038,13,44,7,2,2,18,20230330,85,2025-11-18 11:50:37
2039,13,44,7,2,2,19,20230330,72,2025-11-18 11:50:37
2040,1,44,5,2,3,20,20230330,44,2025-11-18 11:50:37
2041,1,44,3,2,2,21,20230330,27,2025-11-18 11:50:37
2042,1,44,7,2,3,22,20230330,24,2025-11-18 11:50:37
2043,1,44,4,2,3,23,20230330,12,2025-11-18 11:50:37
2044,1,44,7,2,3,0,20230331,3,2025-11-18 11:50:37
2045,1,44,6,2,3,1,20230331,5,2025-11-18 11:50:37
2046,1,44,6,2,3,2,20230331,5,2025-11-18 11:50:37
2047,1,44,7,2,3,3,20230331,1,2025-11-18 11:50:37
2048,1,44,3,2,3,4,20230331,2,2025-11-18 11:50:37
2049,1,44,7,2,3,5,20230331,8,2025-11-18 11:50:37
2050,1,44,5,2,3,6,20230331,36,2025-11-18 11:50:37
2051,1,44,3,2,3,7,20230331,92,2025-11-18 11:50:37
2052,1,12,3,2,2,8,20230331,192,2025-11-18 11:50:37
2053,13,44,3,2,3,9,20230331,132,2025-11-18 11:50:37
2054,13,44,3,2,3,10,20230331,69,2025-11-18 11:50:37
2055,18,44,6,2,3,11,20230331,58,2025-11-18 11:50:37
2056,18,44,6,2,3,12,20230331,90,2025-11-18 11:50:37
2057,12,10,8,2,3,13,20230331,68,2025-11-18 11:50:37
2058,12,10,8,2,3,14,20230331,76,2025-11-18 11:50:37
2059,12,10,5,2,3,15,20230331,65,2025-11-18 11:50:37
2060,12,10,3,2,2,16,20230331,85,2025-11-18 11:50:37
2061,12,10,3,2,2,17,20230331,168,2025-11-18 11:50:37
2062,12,10,8,2,2,18,20230331,177,2025-11-18 11:50:37
2063,12,10,8,2,2,19,20230331,130,2025-11-18 11:50:37
2064,18,44,4,2,3,20,20230331,85,2025-11-18 11:50:37
2065,18,44,9,2,2,21,20230331,60,2025-11-18 11:50:37
2066,18,44,3,2,3,22,20230331,51,2025-11-18 11:50:37
2067,13,12,9,2,3,23,20230331,27,2025-11-18 11:50:37
2068,13,12,9,2,3,0,20230401,6,2025-11-18 11:50:37
2069,13,12,9,2,3,1,20230401,4,2025-11-18 11:50:37
2070,13,44,6,2,3,2,20230401,7,2025-11-18 11:50:37
2071,1,44,3,2,2,3,20230401,4,2025-11-18 11:50:37
2072,1,44,3,2,2,4,20230401,3,2025-11-18 11:50:37
2073,1,44,7,2,3,5,20230401,12,2025-11-18 11:50:37
2074,1,44,7,2,3,6,20230401,28,2025-11-18 11:50:37
2075,1,44,1,2,3,7,20230401,95,2025-11-18 11:50:37
2076,13,10,3,2,2,8,20230401,206,2025-11-18 11:50:37
2077,4,57,12,2,1,9,20230401,173,2025-11-18 11:50:37
2078,4,14,4,2,1,10,20230401,75,2025-11-18 11:50:37
2079,4,54,12,2,1,11,20230401,89,2025-11-18 11:50:37
2080,11,46,12,2,1,12,20230401,95,2025-11-18 11:50:37
2081,6,21,12,2,1,13,20230401,110,2025-11-18 11:50:37
2082,6,16,12,2,2,14,20230401,87,2025-11-18 11:50:37
2083,11,16,13,2,1,15,20230401,111,2025-11-18 11:50:37
2084,11,16,13,2,1,16,20230401,167,2025-11-18 11:50:37
2085,11,16,10,2,1,17,20230401,281,2025-11-18 11:50:37
2086,11,16,10,2,1,18,20230401,241,2025-11-18 11:50:37
2087,11,37,10,2,1,19,20230401,136,2025-11-18 11:50:37
2088,4,46,6,2,1,20,20230401,77,2025-11-18 11:50:37
2089,4,46,8,2,1,21,20230401,93,2025-11-18 11:50:37
2090,12,35,9,2,1,22,20230401,74,2025-11-18 11:50:37
2091,12,54,2,2,1,23,20230401,53,2025-11-18 11:50:37
2092,12,54,1,2,2,0,20230402,32,2025-11-18 11:50:37
2093,13,56,8,2,1,1,20230402,32,2025-11-18 11:50:37
2094,1,3,8,2,1,2,20230402,21,2025-11-18 11:50:37
2095,1,57,9,2,1,3,20230402,9,2025-11-18 11:50:37
2096,1,57,9,2,1,4,20230402,5,2025-11-18 11:50:37
2097,1,3,9,2,2,5,20230402,5,2025-11-18 11:50:37
2098,13,57,15,2,1,6,20230402,12,2025-11-18 11:50:37
2099,13,57,15,2,2,7,20230402,18,2025-11-18 11:50:37
2100,12,57,15,2,1,8,20230402,55,2025-11-18 11:50:37
2101,11,14,15,2,2,9,20230402,87,2025-11-18 11:50:37
2102,6,15,9,2,2,10,20230402,154,2025-11-18 11:50:37
2103,10,20,9,2,2,11,20230402,198,2025-11-18 11:50:37
2104,4,1,8,2,3,12,20230402,184,2025-11-18 11:50:37
2105,11,1,8,2,1,13,20230402,137,2025-11-18 11:50:37
2106,4,5,10,2,3,14,20230402,190,2025-11-18 11:50:37
2107,11,5,14,2,3,15,20230402,136,2025-11-18 11:50:37
2108,5,52,10,2,1,16,20230402,196,2025-11-18 11:50:37
2109,5,48,12,2,1,17,20230402,184,2025-11-18 11:50:37
2110,5,48,6,2,1,18,20230402,179,2025-11-18 11:50:37
2111,6,46,12,2,1,19,20230402,148,2025-11-18 11:50:37
2112,11,46,4,2,1,20,20230402,85,2025-11-18 11:50:37
2113,4,54,3,2,1,21,20230402,77,2025-11-18 11:50:37
2114,4,54,5,2,1,22,20230402,55,2025-11-18 11:50:37
2115,4,54,9,2,1,23,20230402,53,2025-11-18 11:50:37
2116,12,56,6,2,1,0,20230403,39,2025-11-18 11:50:37
2117,12,54,15,2,1,1,20230403,34,2025-11-18 11:50:37
2118,13,57,8,2,1,2,20230403,24,2025-11-18 11:50:37
2119,12,54,1,2,1,3,20230403,11,2025-11-18 11:50:37
2120,18,57,2,2,1,4,20230403,3,2025-11-18 11:50:37
2121,18,56,7,2,1,5,20230403,5,2025-11-18 11:50:37
2122,18,56,6,2,1,6,20230403,33,2025-11-18 11:50:37
2123,4,15,7,2,1,7,20230403,33,2025-11-18 11:50:37
2124,11,15,9,2,1,8,20230403,62,2025-11-18 11:50:37
2125,6,21,16,2,1,9,20230403,142,2025-11-18 11:50:37
2126,10,22,13,2,1,10,20230403,215,2025-11-18 11:50:37
2127,7,49,3,2,1,11,20230403,243,2025-11-18 11:50:37
2128,9,42,4,2,1,12,20230403,313,2025-11-18 11:50:37
2129,9,40,5,2,1,13,20230403,367,2025-11-18 11:50:37
2130,8,62,8,2,1,14,20230403,349,2025-11-18 11:50:37
2131,8,40,1,2,2,15,20230403,292,2025-11-18 11:50:37
2132,8,62,6,2,2,16,20230403,303,2025-11-18 11:50:37
2133,8,41,8,2,2,17,20230403,274,2025-11-18 11:50:37
2134,8,62,1,2,2,18,20230403,172,2025-11-18 11:50:37
2135,7,19,6,2,2,19,20230403,144,2025-11-18 11:50:37
2136,7,49,7,2,3,20,20230403,79,2025-11-18 11:50:37
2137,7,19,7,2,2,21,20230403,45,2025-11-18 11:50:37
2138,10,22,15,2,1,22,20230403,36,2025-11-18 11:50:37
2139,10,21,2,2,1,23,20230403,31,2025-11-18 11:50:37
2140,10,21,7,2,1,0,20230404,6,2025-11-18 11:50:37
2141,10,35,12,2,1,1,20230404,11,2025-11-18 11:50:37
2142,5,14,3,2,1,2,20230404,2,2025-11-18 11:50:37
2143,5,14,4,2,1,3,20230404,1,2025-11-18 11:50:37
2144,5,13,5,2,1,4,20230404,2,2025-11-18 11:50:37
2145,10,52,3,2,1,5,20230404,7,2025-11-18 11:50:37
2146,7,53,4,2,1,6,20230404,46,2025-11-18 11:50:37
2147,9,48,3,2,2,7,20230404,157,2025-11-18 11:50:37
2148,8,29,5,2,2,8,20230404,339,2025-11-18 11:50:37
2149,30,34,14,2,2,9,20230404,158,2025-11-18 11:50:37
2150,29,50,12,2,2,10,20230404,90,2025-11-18 11:50:37
2151,27,23,14,2,1,11,20230404,124,2025-11-18 11:50:37
2152,32,43,18,2,1,12,20230404,157,2025-11-18 11:50:37
2153,34,47,10,2,1,13,20230404,139,2025-11-18 11:50:37
2154,36,58,16,2,2,14,20230404,123,2025-11-18 11:50:37
2155,37,65,17,2,1,15,20230404,143,2025-11-18 11:50:37
2156,37,66,19,2,1,16,20230404,189,2025-11-18 11:50:37
2157,36,65,22,2,1,17,20230404,366,2025-11-18 11:50:37
2158,38,65,16,2,2,18,20230404,386,2025-11-18 11:50:37
2159,35,64,18,2,1,19,20230404,278,2025-11-18 11:50:37
2160,35,64,17,2,2,20,20230404,173,2025-11-18 11:50:37
2161,35,25,11,2,2,21,20230404,95,2025-11-18 11:50:37
2162,34,43,18,2,2,22,20230404,75,2025-11-18 11:50:37
2163,32,20,7,2,2,23,20230404,48,2025-11-18 11:50:37
2164,33,21,15,2,1,0,20230405,22,2025-11-18 11:50:37
2165,33,15,13,2,3,1,20230405,15,2025-11-18 11:50:37
2166,29,63,10,2,2,2,20230405,5,2025-11-18 11:50:37
2167,29,63,10,2,2,3,20230405,4,2025-11-18 11:50:37
2168,30,9,16,2,3,4,20230405,2,2025-11-18 11:50:37
2169,8,11,5,2,3,5,20230405,5,2025-11-18 11:50:37
2170,28,9,10,2,2,6,20230405,38,2025-11-18 11:50:37
2171,28,9,10,2,2,7,20230405,134,2025-11-18 11:50:37
2172,5,10,20,2,3,8,20230405,157,2025-11-18 11:50:37
2173,6,10,16,2,3,9,20230405,46,2025-11-18 11:50:37
2174,11,1,14,2,3,10,20230405,28,2025-11-18 11:50:37
2175,4,1,11,2,3,11,20230405,19,2025-11-18 11:50:37
2176,11,13,14,2,2,12,20230405,38,2025-11-18 11:50:37
2177,6,31,13,2,2,13,20230405,56,2025-11-18 11:50:37
2178,6,15,16,2,2,14,20230405,76,2025-11-18 11:50:37
2179,10,16,18,2,1,15,20230405,68,2025-11-18 11:50:37
2180,5,16,13,2,1,16,20230405,130,2025-11-18 11:50:37
2181,7,42,13,2,1,17,20230405,273,2025-11-18 11:50:37
2182,5,23,16,2,1,18,20230405,267,2025-11-18 11:50:37
2183,6,22,5,2,1,19,20230405,160,2025-11-18 11:50:37
2184,11,16,4,2,1,20,20230405,91,2025-11-18 11:50:37
2185,11,16,19,2,1,21,20230405,89,2025-11-18 11:50:37
2186,4,37,5,2,1,22,20230405,46,2025-11-18 11:50:37
2187,12,37,4,2,1,23,20230405,26,2025-11-18 11:50:37
2188,12,37,15,2,1,0,20230406,15,2025-11-18 11:50:37
2189,13,55,8,2,1,1,20230406,2,2025-11-18 11:50:37
2190,1,57,8,2,1,2,20230406,5,2025-11-18 11:50:37
2191,13,55,8,2,1,3,20230406,4,2025-11-18 11:50:37
2192,1,56,8,2,1,4,20230406,1,2025-11-18 11:50:37
2193,1,57,15,2,1,5,20230406,13,2025-11-18 11:50:37
2194,1,57,15,2,1,6,20230406,56,2025-11-18 11:50:37
2195,13,56,15,2,1,7,20230406,133,2025-11-18 11:50:37
2196,4,54,7,2,1,8,20230406,325,2025-11-18 11:50:37
2197,6,16,3,2,1,9,20230406,165,2025-11-18 11:50:37
2198,10,39,14,2,1,10,20230406,69,2025-11-18 11:50:37
2199,7,42,14,2,1,11,20230406,93,2025-11-18 11:50:37
2200,9,49,3,2,1,12,20230406,134,2025-11-18 11:50:37
2201,8,42,16,2,1,13,20230406,112,2025-11-18 11:50:37
2202,30,47,13,2,1,14,20230406,115,2025-11-18 11:50:37
2203,24,26,10,2,1,15,20230406,117,2025-11-18 11:50:37
2204,29,41,13,2,1,16,20230406,169,2025-11-18 11:50:37
2205,24,26,11,2,1,17,20230406,356,2025-11-18 11:50:37
2206,24,45,12,2,1,18,20230406,325,2025-11-18 11:50:37
2207,30,62,5,2,1,19,20230406,232,2025-11-18 11:50:37
2208,8,34,7,2,1,20,20230406,141,2025-11-18 11:50:37
2209,8,49,4,2,1,21,20230406,102,2025-11-18 11:50:37
2210,8,49,4,2,1,22,20230406,84,2025-11-18 11:50:37
2211,8,49,5,2,1,23,20230406,40,2025-11-18 11:50:37
2212,8,49,4,2,1,0,20230407,20,2025-11-18 11:50:37
2213,7,20,8,2,1,1,20230407,13,2025-11-18 11:50:37
2214,7,48,1,2,1,2,20230407,7,2025-11-18 11:50:37
2215,6,14,6,2,1,3,20230407,3,2025-11-18 11:50:37
2216,11,5,6,2,1,4,20230407,1,2025-11-18 11:50:37
2217,11,5,7,2,1,5,20230407,6,2025-11-18 11:50:37
2218,4,1,3,2,1,6,20230407,64,2025-11-18 11:50:37
2219,11,5,9,2,2,7,20230407,160,2025-11-18 11:50:37
2220,6,5,6,2,1,8,20230407,314,2025-11-18 11:50:37
2221,10,14,8,2,2,9,20230407,170,2025-11-18 11:50:37
2222,7,69,15,2,2,10,20230407,95,2025-11-18 11:50:37
2223,8,29,1,2,2,11,20230407,122,2025-11-18 11:50:37
2224,8,29,1,2,2,12,20230407,153,2025-11-18 11:50:37
2225,24,38,2,2,2,13,20230407,135,2025-11-18 11:50:37
2226,25,22,2,2,1,14,20230407,157,2025-11-18 11:50:37
2227,27,42,15,2,1,15,20230407,160,2025-11-18 11:50:37
2228,27,24,1,2,1,16,20230407,213,2025-11-18 11:50:37
2229,24,36,4,2,1,17,20230407,343,2025-11-18 11:50:37
2230,28,29,3,2,1,18,20230407,333,2025-11-18 11:50:37
2231,8,30,5,2,1,19,20230407,226,2025-11-18 11:50:37
2232,9,52,9,2,1,20,20230407,203,2025-11-18 11:50:37
2233,9,69,4,2,2,21,20230407,108,2025-11-18 11:50:37
2234,10,5,6,2,2,22,20230407,81,2025-11-18 11:50:37
2235,5,5,3,2,1,23,20230407,54,2025-11-18 11:50:37
2236,6,5,7,2,2,0,20230408,25,2025-11-18 11:50:37
2237,11,5,8,2,2,1,20230408,9,2025-11-18 11:50:37
2238,11,5,9,2,3,2,20230408,13,2025-11-18 11:50:37
2239,11,5,9,2,3,3,20230408,1,2025-11-18 11:50:37
2240,11,4,8,2,2,4,20230408,1,2025-11-18 11:50:37
2241,4,10,6,2,2,5,20230408,9,2025-11-18 11:50:37
2242,11,10,1,2,2,6,20230408,35,2025-11-18 11:50:37
2243,11,10,9,2,3,7,20230408,113,2025-11-18 11:50:37
2244,11,10,9,2,3,8,20230408,221,2025-11-18 11:50:37
2245,6,5,6,2,2,9,20230408,185,2025-11-18 11:50:37
2246,6,13,4,2,2,10,20230408,73,2025-11-18 11:50:37
2247,10,52,14,2,2,11,20230408,98,2025-11-18 11:50:37
2248,5,14,7,2,3,12,20230408,80,2025-11-18 11:50:37
2249,6,5,4,2,3,13,20230408,42,2025-11-18 11:50:37
2250,11,10,7,2,3,14,20230408,15,2025-11-18 11:50:37
2251,11,10,7,2,3,15,20230408,25,2025-11-18 11:50:37
2252,4,44,3,2,2,16,20230408,60,2025-11-18 11:50:37
2253,4,44,3,2,3,17,20230408,148,2025-11-18 11:50:37
2254,4,44,3,2,3,18,20230408,62,2025-11-18 11:50:37
2255,12,44,13,2,3,19,20230408,53,2025-11-18 11:50:37
2256,12,44,10,2,2,20,20230408,63,2025-11-18 11:50:37
2257,12,44,3,2,2,21,20230408,54,2025-11-18 11:50:37
2258,12,44,5,2,2,22,20230408,51,2025-11-18 11:50:37
2259,12,44,7,2,2,23,20230408,35,2025-11-18 11:50:37
2260,12,10,7,2,2,0,20230409,31,2025-11-18 11:50:37
2261,12,10,8,2,2,1,20230409,20,2025-11-18 11:50:37
2262,4,10,7,2,2,2,20230409,17,2025-11-18 11:50:37
2263,12,12,3,2,3,3,20230409,14,2025-11-18 11:50:37
2264,12,12,3,2,3,4,20230409,3,2025-11-18 11:50:37
