index,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,demand,data_extract_ts
5651,28/08/2023,3,0,8,21,0,0,0,1,0.66,0.6212,0.61,0.1343,60,126,186,2025-11-18 11:50:37
5652,28/08/2023,3,0,8,22,0,0,0,1,0.64,0.6061,0.69,0.1045,25,73,98,2025-11-18 11:50:37
5653,28/08/2023,3,0,8,23,0,0,0,1,0.62,0.5909,0.73,0.1045,16,48,64,2025-11-18 11:50:37
5654,29/08/2023,3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,13,21,34,2025-11-18 11:50:37
5655,29/08/2023,3,0,8,1,0,1,1,1,0.6,0.5909,0.69,0.1045,5,15,20,2025-11-18 11:50:37
5656,29/08/2023,3,0,8,2,0,1,1,1,0.6,0.5909,0.69,0.194,8,5,13,2025-11-18 11:50:37
5657,29/08/2023,3,0,8,3,0,1,1,1,0.6,0.5909,0.69,0.1045,1,5,6,2025-11-18 11:50:37
5658,29/08/2023,3,0,8,4,0,1,1,1,0.56,0.5303,0.68,0.1343,0,3,3,2025-11-18 11:50:37
5659,29/08/2023,3,0,8,5,0,1,1,1,0.56,0.5303,0.73,0.1343,0,17,17,2025-11-18 11:50:37
5660,29/08/2023,3,0,8,6,0,1,1,1,0.56,0.5303,0.73,0.1343,3,99,102,2025-11-18 11:50:37
5661,29/08/2023,3,0,8,7,0,1,1,1,0.6,0.6061,0.6,0.2239,11,273,284,2025-11-18 11:50:37
5662,29/08/2023,3,0,8,8,0,1,1,1,0.62,0.6212,0.57,0.2537,20,384,404,2025-11-18 11:50:37
5663,29/08/2023,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,22,166,188,2025-11-18 11:50:37
5664,29/08/2023,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115,2025-11-18 11:50:37
5665,29/08/2023,3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,38,100,138,2025-11-18 11:50:37
5666,29/08/2023,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642,48,159,207,2025-11-18 11:50:37
5667,29/08/2023,3,0,8,13,0,1,1,2,0.7,0.6364,0.39,0.0,48,170,218,2025-11-18 11:50:37
5668,29/08/2023,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0.0,55,127,182,2025-11-18 11:50:37
5669,29/08/2023,3,0,8,15,0,1,1,1,0.7,0.6364,0.42,0.1642,56,164,220,2025-11-18 11:50:37
5670,29/08/2023,3,0,8,16,0,1,1,1,0.72,0.6515,0.42,0.1642,56,226,282,2025-11-18 11:50:37
5671,29/08/2023,3,0,8,17,0,1,1,2,0.7,0.6364,0.47,0.2239,67,524,591,2025-11-18 11:50:37
5672,29/08/2023,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,60,487,547,2025-11-18 11:50:37
5673,29/08/2023,3,0,8,19,0,1,1,1,0.66,0.6212,0.47,0.2537,50,317,367,2025-11-18 11:50:37
5674,29/08/2023,3,0,8,20,0,1,1,1,0.64,0.6212,0.53,0.1642,50,227,277,2025-11-18 11:50:37
5675,29/08/2023,3,0,8,21,0,1,1,1,0.64,0.6212,0.53,0.194,34,168,202,2025-11-18 11:50:37
5676,29/08/2023,3,0,8,22,0,1,1,1,0.62,0.6212,0.57,0.1343,23,119,142,2025-11-18 11:50:37
5677,29/08/2023,3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,19,56,75,2025-11-18 11:50:37
5678,30/08/2023,3,0,8,0,0,2,1,1,0.56,0.5303,0.73,0.1343,10,17,27,2025-11-18 11:50:37
5679,30/08/2023,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,6,7,13,2025-11-18 11:50:37
5680,30/08/2023,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045,2,8,10,2025-11-18 11:50:37
5681,30/08/2023,3,0,8,3,0,2,1,1,0.54,0.5152,0.73,0.194,2,2,4,2025-11-18 11:50:37
5682,30/08/2023,3,0,8,4,0,2,1,1,0.52,0.5,0.77,0.1642,0,6,6,2025-11-18 11:50:37
5683,30/08/2023,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28,2025-11-18 11:50:37
5684,30/08/2023,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,4,115,119,2025-11-18 11:50:37
5685,30/08/2023,3,0,8,7,0,2,1,1,0.56,0.5303,0.68,0.1343,19,338,357,2025-11-18 11:50:37
5686,30/08/2023,3,0,8,8,0,2,1,1,0.62,0.6212,0.57,0.1343,34,459,493,2025-11-18 11:50:37
5687,30/08/2023,3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,38,180,218,2025-11-18 11:50:37
5688,30/08/2023,3,0,8,10,0,2,1,1,0.7,0.6364,0.39,0.2239,28,109,137,2025-11-18 11:50:37
5689,30/08/2023,3,0,8,11,0,2,1,1,0.72,0.6515,0.37,0.194,60,115,175,2025-11-18 11:50:37
5690,30/08/2023,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0.0,65,172,237,2025-11-18 11:50:37
5691,30/08/2023,3,0,8,13,0,2,1,1,0.74,0.6515,0.35,0.1045,59,170,229,2025-11-18 11:50:37
5692,30/08/2023,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,58,151,209,2025-11-18 11:50:37
5693,30/08/2023,3,0,8,15,0,2,1,1,0.74,0.6515,0.35,0.2239,34,162,196,2025-11-18 11:50:37
5694,30/08/2023,3,0,8,16,0,2,1,1,0.74,0.6515,0.37,0.1642,42,295,337,2025-11-18 11:50:37
5695,30/08/2023,3,0,8,17,0,2,1,1,0.72,0.6515,0.42,0.194,62,549,611,2025-11-18 11:50:37
5696,30/08/2023,3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,60,516,576,2025-11-18 11:50:37
5697,30/08/2023,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465,2025-11-18 11:50:37
5698,30/08/2023,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0.0,39,259,298,2025-11-18 11:50:37
5699,30/08/2023,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180,223,2025-11-18 11:50:37
5700,30/08/2023,3,0,8,22,0,2,1,1,0.62,0.6061,0.61,0.0,22,121,143,2025-11-18 11:50:37
5701,30/08/2023,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.0,19,74,93,2025-11-18 11:50:37
5702,31/08/2023,3,0,8,0,0,3,1,1,0.6,0.5909,0.69,0.0,8,24,32,2025-11-18 11:50:37
5703,31/08/2023,3,0,8,1,0,3,1,1,0.6,0.5909,0.69,0.0,2,13,15,2025-11-18 11:50:37
5704,31/08/2023,3,0,8,2,0,3,1,1,0.56,0.5303,0.73,0.0,1,5,6,2025-11-18 11:50:37
5705,31/08/2023,3,0,8,3,0,3,1,1,0.56,0.5303,0.78,0.0,2,4,6,2025-11-18 11:50:37
5706,31/08/2023,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.0,0,5,5,2025-11-18 11:50:37
5707,31/08/2023,3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27,2025-11-18 11:50:37
5708,31/08/2023,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0.0,4,107,111,2025-11-18 11:50:37
5709,31/08/2023,3,0,8,7,0,3,1,1,0.6,0.5758,0.78,0.0,12,316,328,2025-11-18 11:50:37
5710,31/08/2023,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.0,27,440,467,2025-11-18 11:50:37
5711,31/08/2023,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.0896,27,217,244,2025-11-18 11:50:37
5712,31/08/2023,3,0,8,10,0,3,1,1,0.7,0.6364,0.45,0.1045,33,105,138,2025-11-18 11:50:37
5713,31/08/2023,3,0,8,11,0,3,1,1,0.72,0.6515,0.42,0.1343,28,143,171,2025-11-18 11:50:37
5714,31/08/2023,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,68,192,260,2025-11-18 11:50:37
5715,31/08/2023,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,39,182,221,2025-11-18 11:50:37
5716,31/08/2023,3,0,8,14,0,3,1,1,0.74,0.6515,0.4,0.1343,48,148,196,2025-11-18 11:50:37
5717,31/08/2023,3,0,8,15,0,3,1,1,0.74,0.6515,0.4,0.1343,34,138,172,2025-11-18 11:50:37
5718,31/08/2023,3,0,8,16,0,3,1,1,0.74,0.6667,0.42,0.1343,46,263,309,2025-11-18 11:50:37
5719,31/08/2023,3,0,8,17,0,3,1,1,0.72,0.6515,0.45,0.1343,83,525,608,2025-11-18 11:50:37
5720,31/08/2023,3,0,8,18,0,3,1,1,0.7,0.6515,0.51,0.2239,70,495,565,2025-11-18 11:50:37
5721,31/08/2023,3,0,8,19,0,3,1,1,0.84,0.7727,0.47,0.2537,53,393,446,2025-11-18 11:50:37
5722,31/08/2023,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,30,259,289,2025-11-18 11:50:37
5723,31/08/2023,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201,2025-11-18 11:50:37
5724,31/08/2023,3,0,8,22,0,3,1,1,0.64,0.6061,0.69,0.0,20,137,157,2025-11-18 11:50:37
5725,31/08/2023,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,24,60,84,2025-11-18 11:50:37
5726,1/09/2023,3,0,9,0,0,4,1,1,0.6,0.5758,0.78,0.1045,18,33,51,2025-11-18 11:50:37
5727,1/09/2023,3,0,9,1,0,4,1,1,0.6,0.5909,0.73,0.0896,7,14,21,2025-11-18 11:50:37
5728,1/09/2023,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,14,11,25,2025-11-18 11:50:37
5729,1/09/2023,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14,2025-11-18 11:50:37
5730,1/09/2023,3,0,9,4,0,4,1,1,0.56,0.5303,0.83,0.0896,0,7,7,2025-11-18 11:50:37
5731,1/09/2023,3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23,2025-11-18 11:50:37
5732,1/09/2023,3,0,9,6,0,4,1,1,0.6,0.5758,0.78,0.0,2,103,105,2025-11-18 11:50:37
5733,1/09/2023,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,7,335,342,2025-11-18 11:50:37
5734,1/09/2023,3,0,9,8,0,4,1,1,0.62,0.5909,0.73,0.1343,31,467,498,2025-11-18 11:50:37
5735,1/09/2023,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,29,178,207,2025-11-18 11:50:37
5736,1/09/2023,3,0,9,10,0,4,1,1,0.68,0.6364,0.61,0.1343,46,92,138,2025-11-18 11:50:37
5737,1/09/2023,3,0,9,11,0,4,1,1,0.72,0.6667,0.51,0.1343,51,141,192,2025-11-18 11:50:37
5738,1/09/2023,3,0,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,64,165,229,2025-11-18 11:50:37
5739,1/09/2023,3,0,9,13,0,4,1,2,0.72,0.6667,0.48,0.0896,50,169,219,2025-11-18 11:50:37
5740,1/09/2023,3,0,9,14,0,4,1,3,0.72,0.6667,0.54,0.2537,54,144,198,2025-11-18 11:50:37
5741,1/09/2023,3,0,9,15,0,4,1,1,0.72,0.6667,0.51,0.1343,39,135,174,2025-11-18 11:50:37
5742,1/09/2023,3,0,9,16,0,4,1,1,0.74,0.6667,0.51,0.194,55,253,308,2025-11-18 11:50:37
5743,1/09/2023,3,0,9,17,0,4,1,1,0.72,0.6667,0.54,0.2537,61,567,628,2025-11-18 11:50:37
5744,1/09/2023,3,0,9,18,0,4,1,1,0.72,0.6667,0.54,0.2239,69,462,531,2025-11-18 11:50:37
5745,1/09/2023,3,0,9,19,0,4,1,1,0.7,0.6515,0.58,0.1642,79,364,443,2025-11-18 11:50:37
5746,1/09/2023,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,33,247,280,2025-11-18 11:50:37
5747,1/09/2023,3,0,9,21,0,4,1,2,0.66,0.6212,0.57,0.194,17,160,177,2025-11-18 11:50:37
5748,1/09/2023,3,0,9,22,0,4,1,2,0.66,0.6212,0.57,0.2239,34,145,179,2025-11-18 11:50:37
5749,1/09/2023,3,0,9,23,0,4,1,1,0.64,0.6061,0.65,0.2537,15,111,126,2025-11-18 11:50:37
5750,2/09/2023,3,0,9,0,0,5,1,1,0.64,0.6061,0.65,0.194,6,58,64,2025-11-18 11:50:37
5751,2/09/2023,3,0,9,1,0,5,1,3,0.62,0.5909,0.73,0.1045,4,28,32,2025-11-18 11:50:37
5752,2/09/2023,3,0,9,2,0,5,1,3,0.62,0.5909,0.73,0.1045,9,11,20,2025-11-18 11:50:37
5753,2/09/2023,3,0,9,3,0,5,1,2,0.6,0.5606,0.83,0.1642,4,4,8,2025-11-18 11:50:37
5754,2/09/2023,3,0,9,4,0,5,1,1,0.6,0.5606,0.83,0.0896,2,2,4,2025-11-18 11:50:37
5755,2/09/2023,3,0,9,5,0,5,1,2,0.6,0.5606,0.83,0.1343,0,20,20,2025-11-18 11:50:37
5756,2/09/2023,3,0,9,6,0,5,1,1,0.6,0.5606,0.83,0.1343,3,73,76,2025-11-18 11:50:37
5757,2/09/2023,3,0,9,7,0,5,1,1,0.6,0.5606,0.83,0.1045,6,253,259,2025-11-18 11:50:37
5758,2/09/2023,3,0,9,8,0,5,1,1,0.62,0.5909,0.78,0.194,22,434,456,2025-11-18 11:50:37
5759,2/09/2023,3,0,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,30,190,220,2025-11-18 11:50:37
5760,2/09/2023,3,0,9,10,0,5,1,2,0.64,0.6061,0.76,0.1642,34,106,140,2025-11-18 11:50:37
5761,2/09/2023,3,0,9,11,0,5,1,2,0.66,0.6212,0.74,0.1045,51,141,192,2025-11-18 11:50:37
5762,2/09/2023,3,0,9,12,0,5,1,2,0.66,0.6212,0.69,0.2239,82,178,260,2025-11-18 11:50:37
5763,2/09/2023,3,0,9,13,0,5,1,2,0.68,0.6364,0.65,0.1343,72,207,279,2025-11-18 11:50:37
5764,2/09/2023,3,0,9,14,0,5,1,2,0.7,0.6515,0.61,0.1045,75,208,283,2025-11-18 11:50:37
5765,2/09/2023,3,0,9,15,0,5,1,2,0.7,0.6515,0.61,0.2537,69,277,346,2025-11-18 11:50:37
5766,2/09/2023,3,0,9,16,0,5,1,2,0.7,0.6515,0.61,0.1343,82,299,381,2025-11-18 11:50:37
5767,2/09/2023,3,0,9,17,0,5,1,2,0.68,0.6364,0.65,0.1642,78,377,455,2025-11-18 11:50:37
5768,2/09/2023,3,0,9,18,0,5,1,2,0.68,0.6364,0.65,0.194,50,305,355,2025-11-18 11:50:37
5769,2/09/2023,3,0,9,19,0,5,1,1,0.66,0.6212,0.69,0.1343,67,220,287,2025-11-18 11:50:37
5770,2/09/2023,3,0,9,20,0,5,1,1,0.64,0.6061,0.73,0.0,38,158,196,2025-11-18 11:50:37
5771,2/09/2023,3,0,9,21,0,5,1,2,0.64,0.6061,0.73,0.0896,28,121,149,2025-11-18 11:50:37
5772,2/09/2023,3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642,33,114,147,2025-11-18 11:50:37
5773,2/09/2023,3,0,9,23,0,5,1,2,0.64,0.6061,0.73,0.1642,30,68,98,2025-11-18 11:50:37
5774,3/09/2023,3,0,9,0,0,6,0,2,0.64,0.6061,0.73,0.1045,22,65,87,2025-11-18 11:50:37
5775,3/09/2023,3,0,9,1,0,6,0,2,0.64,0.6061,0.69,0.2537,17,57,74,2025-11-18 11:50:37
5776,3/09/2023,3,0,9,2,0,6,0,2,0.64,0.6061,0.69,0.2239,15,26,41,2025-11-18 11:50:37
5777,3/09/2023,3,0,9,3,0,6,0,1,0.62,0.5909,0.73,0.1642,17,18,35,2025-11-18 11:50:37
5778,3/09/2023,3,0,9,4,0,6,0,1,0.62,0.5909,0.73,0.1642,3,4,7,2025-11-18 11:50:37
5779,3/09/2023,3,0,9,5,0,6,0,1,0.62,0.6061,0.69,0.194,3,9,12,2025-11-18 11:50:37
5780,3/09/2023,3,0,9,6,0,6,0,1,0.62,0.5909,0.73,0.1642,4,19,23,2025-11-18 11:50:37
5781,3/09/2023,3,0,9,7,0,6,0,1,0.62,0.5909,0.73,0.194,5,33,38,2025-11-18 11:50:37
5782,3/09/2023,3,0,9,8,0,6,0,1,0.64,0.6061,0.69,0.1642,24,65,89,2025-11-18 11:50:37
5783,3/09/2023,3,0,9,9,0,6,0,2,0.66,0.6212,0.69,0.2537,83,118,201,2025-11-18 11:50:37
5784,3/09/2023,3,0,9,10,0,6,0,3,0.66,0.6212,0.65,0.2537,90,168,258,2025-11-18 11:50:37
5785,3/09/2023,3,0,9,11,0,6,0,3,0.66,0.6212,0.69,0.2836,66,128,194,2025-11-18 11:50:37
5786,3/09/2023,3,0,9,12,0,6,0,1,0.7,0.6515,0.61,0.2239,97,160,257,2025-11-18 11:50:37
5787,3/09/2023,3,0,9,13,0,6,0,1,0.7,0.6515,0.65,0.2239,153,200,353,2025-11-18 11:50:37
5788,3/09/2023,3,0,9,14,0,6,0,2,0.72,0.6818,0.66,0.1642,204,176,380,2025-11-18 11:50:37
5789,3/09/2023,3,0,9,15,0,6,0,1,0.72,0.6818,0.7,0.1642,187,201,388,2025-11-18 11:50:37
5790,3/09/2023,3,0,9,16,0,6,0,1,0.72,0.6818,0.7,0.194,186,188,374,2025-11-18 11:50:37
5791,3/09/2023,3,0,9,17,0,6,0,1,0.72,0.6818,0.7,0.2239,170,201,371,2025-11-18 11:50:37
5792,3/09/2023,3,0,9,18,0,6,0,1,0.72,0.6818,0.7,0.1642,160,179,339,2025-11-18 11:50:37
5793,3/09/2023,3,0,9,19,0,6,0,1,0.7,0.6667,0.74,0.1343,147,148,295,2025-11-18 11:50:37
5794,3/09/2023,3,0,9,20,0,6,0,1,0.7,0.6667,0.79,0.1642,99,120,219,2025-11-18 11:50:37
5795,3/09/2023,3,0,9,21,0,6,0,1,0.68,0.6364,0.83,0.1343,71,93,164,2025-11-18 11:50:37
5796,3/09/2023,3,0,9,22,0,6,0,1,0.68,0.6364,0.83,0.1045,66,96,162,2025-11-18 11:50:37
5797,3/09/2023,3,0,9,23,0,6,0,1,0.66,0.6212,0.85,0.1343,46,77,123,2025-11-18 11:50:37
5798,4/09/2023,3,0,9,0,0,0,0,1,0.66,0.5909,0.89,0.194,33,76,109,2025-11-18 11:50:37
5799,4/09/2023,3,0,9,1,0,0,0,1,0.66,0.6061,0.83,0.1343,37,38,75,2025-11-18 11:50:37
5800,4/09/2023,3,0,9,2,0,0,0,1,0.66,0.6061,0.83,0.194,17,43,60,2025-11-18 11:50:37
5801,4/09/2023,3,0,9,3,0,0,0,1,0.64,0.5758,0.89,0.194,20,23,43,2025-11-18 11:50:37
5802,4/09/2023,3,0,9,4,0,0,0,1,0.64,0.5758,0.83,0.1642,0,4,4,2025-11-18 11:50:37
5803,4/09/2023,3,0,9,5,0,0,0,1,0.64,0.5758,0.83,0.1343,1,5,6,2025-11-18 11:50:37
5804,4/09/2023,3,0,9,6,0,0,0,1,0.64,0.5758,0.84,0.2239,0,3,3,2025-11-18 11:50:37
5805,4/09/2023,3,0,9,7,0,0,0,1,0.66,0.6061,0.78,0.194,10,20,30,2025-11-18 11:50:37
5806,4/09/2023,3,0,9,8,0,0,0,1,0.66,0.6061,0.78,0.1642,21,49,70,2025-11-18 11:50:37
5807,4/09/2023,3,0,9,9,0,0,0,1,0.66,0.6061,0.78,0.1642,87,102,189,2025-11-18 11:50:37
5808,4/09/2023,3,0,9,10,0,0,0,1,0.7,0.6667,0.74,0.1343,150,147,297,2025-11-18 11:50:37
5809,4/09/2023,3,0,9,11,0,0,0,1,0.74,0.697,0.7,0.1642,174,163,337,2025-11-18 11:50:37
5810,4/09/2023,3,0,9,12,0,0,0,1,0.76,0.7273,0.66,0.1642,214,221,435,2025-11-18 11:50:37
5811,4/09/2023,3,0,9,13,0,0,0,2,0.78,0.7424,0.62,0.2836,245,174,419,2025-11-18 11:50:37
5812,4/09/2023,3,0,9,14,0,0,0,1,0.78,0.7576,0.66,0.3284,205,156,361,2025-11-18 11:50:37
5813,4/09/2023,3,0,9,15,0,0,0,1,0.78,0.7576,0.66,0.2836,218,192,410,2025-11-18 11:50:37
5814,4/09/2023,3,0,9,16,0,0,0,1,0.8,0.7727,0.59,0.2239,196,141,337,2025-11-18 11:50:37
5815,4/09/2023,3,0,9,17,0,0,0,1,0.76,0.7273,0.66,0.2239,204,172,376,2025-11-18 11:50:37
5816,4/09/2023,3,0,9,18,0,0,0,1,0.76,0.7273,0.66,0.194,187,169,356,2025-11-18 11:50:37
5817,4/09/2023,3,0,9,19,0,0,0,1,0.74,0.697,0.7,0.194,178,150,328,2025-11-18 11:50:37
5818,4/09/2023,3,0,9,20,0,0,0,1,0.74,0.697,0.7,0.2985,104,125,229,2025-11-18 11:50:37
5819,4/09/2023,3,0,9,21,0,0,0,1,0.72,0.697,0.74,0.2537,104,103,207,2025-11-18 11:50:37
5820,4/09/2023,3,0,9,22,0,0,0,2,0.72,0.697,0.74,0.2836,70,85,155,2025-11-18 11:50:37
5821,4/09/2023,3,0,9,23,0,0,0,2,0.72,0.6818,0.7,0.1642,46,58,104,2025-11-18 11:50:37
5822,5/09/2023,3,0,9,0,1,1,0,2,0.7,0.6667,0.74,0.2239,31,66,97,2025-11-18 11:50:37
5823,5/09/2023,3,0,9,1,1,1,0,2,0.68,0.6364,0.79,0.1045,19,35,54,2025-11-18 11:50:37
5824,5/09/2023,3,0,9,2,1,1,0,2,0.68,0.6364,0.79,0.1642,17,22,39,2025-11-18 11:50:37
5825,5/09/2023,3,0,9,3,1,1,0,2,0.68,0.6364,0.74,0.2985,4,12,16,2025-11-18 11:50:37
5826,5/09/2023,3,0,9,4,1,1,0,2,0.68,0.6364,0.69,0.2836,3,5,8,2025-11-18 11:50:37
5827,5/09/2023,3,0,9,5,1,1,0,2,0.66,0.6212,0.74,0.1642,2,4,6,2025-11-18 11:50:37
5828,5/09/2023,3,0,9,6,1,1,0,2,0.66,0.6212,0.74,0.1343,6,5,11,2025-11-18 11:50:37
5829,5/09/2023,3,0,9,7,1,1,0,1,0.66,0.6212,0.74,0.1642,11,30,41,2025-11-18 11:50:37
5830,5/09/2023,3,0,9,8,1,1,0,2,0.66,0.6061,0.78,0.194,45,56,101,2025-11-18 11:50:37
5831,5/09/2023,3,0,9,9,1,1,0,3,0.68,0.6364,0.74,0.1642,63,89,152,2025-11-18 11:50:37
5832,5/09/2023,3,0,9,10,1,1,0,2,0.7,0.6515,0.7,0.1642,107,137,244,2025-11-18 11:50:37
5833,5/09/2023,3,0,9,11,1,1,0,2,0.7,0.6667,0.74,0.1642,101,207,308,2025-11-18 11:50:37
5834,5/09/2023,3,0,9,12,1,1,0,2,0.72,0.6818,0.7,0.194,141,212,353,2025-11-18 11:50:37
5835,5/09/2023,3,0,9,13,1,1,0,2,0.74,0.697,0.7,0.1343,154,235,389,2025-11-18 11:50:37
5836,5/09/2023,3,0,9,14,1,1,0,1,0.74,0.697,0.7,0.1642,145,212,357,2025-11-18 11:50:37
5837,5/09/2023,3,0,9,15,1,1,0,2,0.68,0.6364,0.79,0.2836,111,142,253,2025-11-18 11:50:37
5838,5/09/2023,3,0,9,16,1,1,0,2,0.68,0.6364,0.79,0.2836,92,192,284,2025-11-18 11:50:37
5839,5/09/2023,3,0,9,17,1,1,0,2,0.66,0.5909,0.89,0.1045,37,77,114,2025-11-18 11:50:37
5840,5/09/2023,3,0,9,18,1,1,0,1,0.66,0.5909,0.89,0.0896,31,92,123,2025-11-18 11:50:37
5841,5/09/2023,3,0,9,19,1,1,0,3,0.66,0.5909,0.94,0.1045,52,123,175,2025-11-18 11:50:37
5842,5/09/2023,3,0,9,20,1,1,0,3,0.66,0.5909,0.94,0.2537,26,56,82,2025-11-18 11:50:37
5843,5/09/2023,3,0,9,21,1,1,0,2,0.66,0.5909,0.94,0.2985,20,40,60,2025-11-18 11:50:37
5844,5/09/2023,3,0,9,22,1,1,0,2,0.6,0.5455,0.88,0.5821,15,49,64,2025-11-18 11:50:37
5845,5/09/2023,3,0,9,23,1,1,0,3,0.56,0.5303,0.88,0.3881,3,17,20,2025-11-18 11:50:37
5846,6/09/2023,3,0,9,0,0,2,1,3,0.54,0.5152,0.94,0.3582,1,7,8,2025-11-18 11:50:37
5847,6/09/2023,3,0,9,2,0,2,1,3,0.54,0.5152,0.94,0.2537,0,2,2,2025-11-18 11:50:37
5848,6/09/2023,3,0,9,3,0,2,1,3,0.54,0.5152,0.94,0.2985,1,0,1,2025-11-18 11:50:37
5849,6/09/2023,3,0,9,4,0,2,1,2,0.54,0.5152,0.94,0.2985,1,3,4,2025-11-18 11:50:37
5850,6/09/2023,3,0,9,5,0,2,1,3,0.54,0.5152,0.88,0.3582,1,20,21,2025-11-18 11:50:37
5851,6/09/2023,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.3284,0,72,72,2025-11-18 11:50:37
5852,6/09/2023,3,0,9,7,0,2,1,2,0.54,0.5152,0.83,0.3582,6,166,172,2025-11-18 11:50:37
5853,6/09/2023,3,0,9,8,0,2,1,3,0.54,0.5152,0.83,0.3881,15,349,364,2025-11-18 11:50:37
5854,6/09/2023,3,0,9,9,0,2,1,2,0.54,0.5152,0.81,0.4179,18,167,185,2025-11-18 11:50:37
5855,6/09/2023,3,0,9,10,0,2,1,3,0.54,0.5152,0.83,0.3582,16,90,106,2025-11-18 11:50:37
5856,6/09/2023,3,0,9,11,0,2,1,3,0.54,0.5152,0.83,0.3881,11,78,89,2025-11-18 11:50:37
5857,6/09/2023,3,0,9,12,0,2,1,3,0.54,0.5152,0.83,0.3881,16,51,67,2025-11-18 11:50:37
5858,6/09/2023,3,0,9,13,0,2,1,3,0.54,0.5152,0.88,0.2985,5,24,29,2025-11-18 11:50:37
5859,6/09/2023,3,0,9,14,0,2,1,3,0.54,0.5152,0.88,0.2836,3,21,24,2025-11-18 11:50:37
5860,6/09/2023,3,0,9,15,0,2,1,3,0.54,0.5152,0.94,0.3881,18,71,89,2025-11-18 11:50:37
5861,6/09/2023,3,0,9,16,0,2,1,3,0.54,0.5152,0.94,0.3881,11,95,106,2025-11-18 11:50:37
5862,6/09/2023,3,0,9,17,0,2,1,2,0.54,0.5152,0.88,0.3881,15,276,291,2025-11-18 11:50:37
5863,6/09/2023,3,0,9,18,0,2,1,2,0.54,0.5152,0.88,0.3881,22,351,373,2025-11-18 11:50:37
5864,6/09/2023,3,0,9,19,0,2,1,2,0.54,0.5152,0.88,0.4179,12,269,281,2025-11-18 11:50:37
5865,6/09/2023,3,0,9,20,0,2,1,3,0.54,0.5152,0.88,0.2985,13,150,163,2025-11-18 11:50:37
5866,6/09/2023,3,0,9,21,0,2,1,3,0.54,0.5152,0.88,0.2836,12,109,121,2025-11-18 11:50:37
5867,6/09/2023,3,0,9,22,0,2,1,2,0.54,0.5152,0.94,0.3284,5,79,84,2025-11-18 11:50:37
5868,6/09/2023,3,0,9,23,0,2,1,3,0.54,0.5152,0.94,0.2537,2,56,58,2025-11-18 11:50:37
5869,7/09/2023,3,0,9,0,0,3,1,2,0.54,0.5152,0.94,0.2239,1,12,13,2025-11-18 11:50:37
5870,7/09/2023,3,0,9,1,0,3,1,3,0.54,0.5152,0.94,0.2537,2,3,5,2025-11-18 11:50:37
5871,7/09/2023,3,0,9,2,0,3,1,2,0.54,0.5152,0.94,0.2239,2,4,6,2025-11-18 11:50:37
5872,7/09/2023,3,0,9,3,0,3,1,3,0.56,0.5303,0.94,0.1343,1,1,2,2025-11-18 11:50:37
